Tipo;Bairro;Quartos;Vagas;Suites;Area;Valor;Condominio;IPTU
Quitinete;Glória;1;0;0;35;1100.0;495.0;
Quitinete;Estácio;1;0;0;18;600.0;150.0;25.0
Apartamento;Barra da Tijuca;1;1;0;58;1700.0;1100.0;
Casa;Inhoaíba;1;0;0;50;600.0;;
Apartamento;Copacabana;1;0;0;42;1400.0;650.0;50.0
Apartamento;Lapa;1;0;0;45;1500.0;500.0;180.0
Apartamento;Barra da Tijuca;1;1;0;65;3000.0;1603.0;
Apartamento;Copacabana;1;0;0;35;2300.0;;
Apartamento;Centro;1;0;0;40;1500.0;400.0;24.0
Apartamento;Rio Comprido;1;1;0;40;1200.0;352.0;340.0
Apartamento;Copacabana;1;0;1;35;1800.0;560.0;68.0
Quitinete;Copacabana;1;0;0;30;1000.0;488.0;54.0
Apartamento;São Conrado;1;2;1;105;6500.0;2014.0;629.0
Apartamento;Botafogo;1;0;0;37;1500.0;400.0;53.0
Studio;Santa Teresa;1;1;0;25;1600.0;600.0;90.0
Apartamento;Botafogo;1;0;0;36;1300.0;616.0;57.0
Quitinete;Botafogo;1;0;0;18;1000.0;436.0;25.0
Apartamento;Copacabana;1;0;0;60;2300.0;550.0;86.0
Apartamento;Ipanema;1;1;1;74;6500.0;3561.0;465.0
Apartamento;Centro;1;0;0;45;2000.0;633.0;779.0
Flat;Copacabana;1;1;1;55;2300.0;1500.0;130.0
Apartamento;Cachambi;1;1;0;45;700.0;210.0;
Conjunto Comercial/Sala;Barra da Tijuca;1;8;0;250;12000.0;10068.0;2513.0
Apartamento;Tijuca;1;0;0;40;1500.0;611.0;24.0
Apartamento;Botafogo;1;1;0;40;2990.0;1020.0;183.0
Apartamento;Méier;1;0;0;40;1100.0;500.0;13.0
Apartamento;Penha;1;0;0;50;900.0;250.0;
Apartamento;Jacarepaguá;1;1;1;42;1200.0;720.0;30.0
Apartamento;Botafogo;1;1;1;45;2600.0;1100.0;180.0
Apartamento;Botafogo;1;0;0;34;1200.0;506.0;54.0
Apartamento;Barra da Tijuca;1;1;0;73;1500.0;1200.0;237.0
Apartamento;Humaitá;1;1;0;34;2500.0;333.0;
Apartamento;Tijuca;1;0;0;50;1200.0;600.0;48.0
Flat;Copacabana;1;1;0;55;2500.0;1200.0;
Apartamento;Andaraí;1;0;0;40;1000.0;340.0;190.0
Apartamento;Copacabana;1;0;0;18;1500.0;;
Apartamento;Todos os Santos;1;1;1;48;1000.0;490.0;
Apartamento;Barra da Tijuca;1;1;0;84;2000.0;1300.0;
Apartamento;Engenho de Dentro;1;0;0;30;300.0;50.0;
Apartamento;Barra da Tijuca;1;1;1;39;1500.0;439.0;
Quitinete;Leblon;1;0;0;50;1700.0;560.0;62.0
Casa de Vila;Ramos;1;0;0;40;750.0;;
Apartamento;Jacarepaguá;1;0;0;30;550.0;18.0;8.0
Quitinete;Catete;1;0;0;24;1100.0;357.0;
Apartamento;Barra da Tijuca;1;1;1;73;1300.0;1015.0;149.0
Apartamento;Campo Grande;1;0;0;50;500.0;;
Apartamento;Copacabana;1;0;0;28;1100.0;450.0;54.0
Quitinete;Centro;1;0;0;40;1000.0;275.0;20.0
Apartamento;Praça da Bandeira;1;0;0;38;1200.0;128.0;25.0
Quitinete;Taquara;1;0;0;20;500.0;;
Apartamento;Botafogo;1;0;0;40;2300.0;402.0;
Flat;Leblon;1;0;0;65;4000.0;1820.0;193.0
Apartamento;Flamengo;1;0;0;30;1400.0;370.0;
Apartamento;Botafogo;1;0;0;60;2200.0;645.0;1100.0
Flat;Leblon;1;1;1;50;7000.0;;
Casa;Santa Teresa;1;0;0;22;500.0;98.0;6.0
Flat;Lagoa;1;1;0;55;2700.0;1900.0;300.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;50;1200.0;590.0;37.0
Apartamento;Centro;1;0;0;30;800.0;400.0;
Quitinete;Catete;1;0;0;27;1800.0;420.0;
Apartamento;Praça da Bandeira;1;0;0;39;900.0;437.0;
Apartamento;Ipanema;1;0;1;40;3500.0;750.0;50.0
Apartamento;Barra da Tijuca;1;1;1;60;2900.0;2000.0;500.0
Flat;Barra da Tijuca;1;1;0;52;2200.0;3000.0;350.0
Apartamento;Catete;1;0;1;36;1600.0;416.0;
Apartamento;Lapa;1;0;0;22;1800.0;;
Apartamento;Santa Teresa;1;0;0;49;660.0;235.0;14.0
Apartamento;Barra da Tijuca;1;1;0;70;1800.0;967.0;214.0
Quitinete;Largo do Machado;1;0;0;35;1900.0;285.0;17.0
Apartamento;Glória;1;0;0;49;1400.0;477.0;242.0
Quitinete;Copacabana;1;0;0;21;700.0;508.0;
Casa de Vila;Água Santa;1;0;0;40;600.0;100.0;14.0
Apartamento;Barra da Tijuca;1;1;0;65;1600.0;915.0;235.0
Flat;Copacabana;1;0;0;60;4000.0;;
Apartamento;Tijuca;1;1;0;65;1250.0;790.0;81.0
Apartamento;Botafogo;1;1;0;62;2000.0;770.0;94.0
Apartamento;Flamengo;1;0;0;34;1800.0;418.0;56.0
Apartamento;Copacabana;1;0;0;35;2000.0;;
Apartamento;Botafogo;1;0;1;65;2400.0;507.0;76.0
Apartamento;Tijuca;1;0;0;34;1400.0;228.0;24.0
Apartamento;Leblon;1;2;0;130;8500.0;1920.0;356.0
Apartamento;Tijuca;1;1;0;48;1400.0;556.0;46.0
Apartamento;Barra da Tijuca;1;1;0;70;2700.0;900.0;172.0
Apartamento;Centro;1;0;0;25;1000.0;321.0;24.0
Apartamento;Copacabana;1;0;0;35;1700.0;480.0;
Apartamento;Tijuca;1;0;1;70;1200.0;300.0;25.0
Apartamento;Lagoa;1;1;0;50;3000.0;1600.0;380.0
Quitinete;Centro;1;0;0;23;1290.0;326.0;136.0
Apartamento;Barra da Tijuca;1;0;1;90;4000.0;3067.0;275.0
Apartamento;Rocha Miranda;1;1;0;35;699.0;99.0;
Apartamento;Centro;1;1;0;42;2400.0;600.0;150.0
Quitinete;Botafogo;1;0;0;25;1350.0;206.0;
Casa de Condomínio;Jacarepaguá;1;0;0;230;2750.0;300.0;400.0
Apartamento;Leblon;1;0;0;50;2000.0;948.0;151.0
Apartamento;Copacabana;1;0;0;41;3500.0;;
Apartamento;Copacabana;1;0;1;35;2000.0;600.0;
Apartamento;Botafogo;1;0;0;29;1200.0;366.0;53.0
Apartamento;Ipanema;1;0;1;60;3200.0;675.0;90.0
Apartamento;Flamengo;1;1;0;80;3300.0;1000.0;200.0
Casa;Campo Grande;1;0;0;50;450.0;;2.0
Apartamento;Botafogo;1;0;0;40;2380.0;390.0;54.0
Apartamento;Pechincha;1;1;0;46;800.0;585.0;
Apartamento;Catete;1;0;0;39;1580.0;595.0;24.0
Apartamento;Copacabana;1;0;0;92;5100.0;;
Loft;Urca;1;0;0;45;1700.0;360.0;40.0
Quitinete;Centro;1;0;0;30;800.0;400.0;23.0
Apartamento;Copacabana;1;0;0;44;1600.0;562.0;24.0
Casa de Vila;Glória;1;0;0;89;2200.0;;80.0
Apartamento;Barra da Tijuca;1;1;0;55;1800.0;1300.0;331.0
Apartamento;Copacabana;1;0;0;40;2600.0;490.0;250.0
Apartamento;Centro;1;0;0;20;1000.0;216.0;21.0
Apartamento;Catete;1;1;0;48;1900.0;725.0;
Apartamento;Realengo;1;0;0;60;700.0;;
Quitinete;Centro;1;0;0;27;800.0;450.0;15.0
Apartamento;Praça da Bandeira;1;0;0;50;1600.0;;
Apartamento;Praça da Bandeira;1;0;0;35;1090.0;450.0;25.0
Apartamento;Ipanema;1;0;0;35;1300.0;798.0;82.0
Casa;Barra da Tijuca;1;0;0;130;5000.0;;
Apartamento;Ramos;1;0;0;45;600.0;240.0;
Apartamento;Copacabana;1;0;0;35;3000.0;700.0;80.0
Apartamento;Tijuca;1;0;0;33;1000.0;515.0;14.0
Conjunto Comercial/Sala;Tijuca;1;1;0;41;2000.0;388.0;
Apartamento;Barra da Tijuca;1;1;0;61;1800.0;1030.0;203.0
Apartamento;Tijuca;1;0;0;58;1500.0;426.0;4810.0
Apartamento;Barra da Tijuca;1;1;0;36;1600.0;630.0;
Apartamento;Ipanema;1;0;0;70;2700.0;815.0;2315.0
Apartamento;Ipanema;1;0;0;40;1800.0;700.0;100.0
Casa de Vila;Pavuna;1;0;0;30;450.0;20.0;50.0
Apartamento;Centro;1;0;0;96;2500.0;660.0;100.0
Apartamento;Flamengo;1;0;0;50;1700.0;480.0;250.0
Apartamento;Campo Grande;1;1;0;40;500.0;182.0;
Casa de Vila;Bento Ribeiro;1;0;0;53;700.0;40.0;
Apartamento;Copacabana;1;0;1;45;1400.0;552.0;66.0
Apartamento;Centro;1;0;0;55;950.0;433.0;47.0
Apartamento;Botafogo;1;0;0;29;1390.0;400.0;
Apartamento;Copacabana;1;0;0;50;3000.0;;
Quitinete;Fátima;1;0;0;35;900.0;310.0;25.0
Quitinete;Tijuca;1;1;0;33;1500.0;415.0;159.0
Apartamento;Ipanema;1;1;1;131;6400.0;1650.0;280.0
Quitinete;Ipanema;1;0;0;23;1500.0;700.0;27.0
Apartamento;Ipanema;1;8;1;97;8000.0;1800.0;250.0
Apartamento;Centro;1;0;0;34;800.0;424.0;25.0
Apartamento;Campo Grande;1;1;0;50;500.0;180.0;
Apartamento;Gávea;1;1;1;60;2700.0;929.0;214.0
Apartamento;Barra da Tijuca;1;1;0;68;1500.0;875.0;210.0
Apartamento;Gávea;1;0;0;33;1700.0;731.0;61.0
Apartamento;Copacabana;1;0;0;35;1700.0;695.0;114.0
Apartamento;Honório Gurgel;1;0;0;80;750.0;;
Apartamento;Copacabana;1;0;0;47;2300.0;720.0;30.0
Apartamento;Botafogo;1;0;0;35;1000.0;293.0;86.0
Quitinete;Botafogo;1;0;0;25;1100.0;570.0;
Apartamento;Colégio;1;0;0;45;660.0;;
Apartamento;Leme;1;0;0;40;1500.0;650.0;68.0
Apartamento;Vila Isabel;1;0;0;65;1800.0;155.0;70.0
Apartamento;Botafogo;1;0;0;52;1500.0;1000.0;27.0
Apartamento;Tijuca;1;0;0;25;1450.0;485.0;25.0
Apartamento;Copacabana;1;1;0;50;2200.0;1250.0;150.0
Apartamento;Copacabana;1;0;0;30;1200.0;513.0;25.0
Flat;Ipanema;1;1;1;43;2500.0;2117.0;304.0
Apartamento;Ipanema;1;1;0;35;2300.0;1200.0;
Conjunto Comercial/Sala;São Cristóvão;1;1;0;22;980.0;400.0;
Casa Comercial;Botafogo;1;5;0;563;18000.0;;1600.0
Apartamento;Copacabana;1;0;0;30;1200.0;440.0;60.0
Casa;Campo Grande;1;0;0;70;700.0;;
Apartamento;Centro;1;1;0;45;2300.0;600.0;88.0
Apartamento;Glória;1;0;0;48;1600.0;480.0;30.0
Apartamento;Centro;1;0;0;29;1300.0;336.0;20.0
Apartamento;Catete;1;0;0;47;1600.0;650.0;53.0
Apartamento;Cachambi;1;1;0;35;800.0;407.0;
Apartamento;Gávea;1;0;1;145;6000.0;1000.0;350.0
Apartamento;Freguesia (Jacarepaguá);1;1;0;55;900.0;395.0;88.0
Apartamento;Copacabana;1;0;0;52;3500.0;2055.0;
Casa;Rocha Miranda;1;2;0;47;850.0;;
Loft;Flamengo;1;0;0;51;2800.0;567.0;86.0
Apartamento;Leblon;1;1;1;75;3000.0;968.0;154.0
Apartamento;Copacabana;1;0;0;40;2800.0;;
Casa de Vila;Turiaçu;1;0;0;50;900.0;;
Apartamento;Centro;1;0;0;55;2000.0;350.0;75.0
Apartamento;Ipanema;1;0;0;46;2800.0;700.0;850.0
Apartamento;Ilha do Governador;1;0;0;35;750.0;;60.0
Apartamento;Méier;1;1;0;63;1300.0;400.0;13.0
Quitinete;Botafogo;1;0;0;27;1400.0;258.0;24.0
Apartamento;Catete;1;0;1;34;1000.0;400.0;53.0
Apartamento;Copacabana;1;0;0;50;1500.0;658.0;74.0
Quitinete;Flamengo;1;0;0;26;1500.0;360.0;35.0
Apartamento;Copacabana;1;0;0;32;1400.0;448.0;25.0
Apartamento;Copacabana;1;0;0;20;1200.0;330.0;29.0
Apartamento;Flamengo;1;0;0;38;1300.0;505.0;59.0
Apartamento;Flamengo;1;0;0;40;1950.0;200.0;67.0
Quitinete;Copacabana;1;1;0;24;1100.0;341.0;22.0
Apartamento;Copacabana;1;0;0;30;1500.0;900.0;25.0
Apartamento;Flamengo;1;0;0;31;1200.0;366.0;179.0
Flat;Copacabana;1;1;0;50;2000.0;1250.0;160.0
Casa;Jardim América;1;0;0;45;500.0;;
Apartamento;Gávea;1;1;0;71;2500.0;850.0;180.0
Apartamento;Flamengo;1;0;0;36;2000.0;500.0;189.0
Apartamento;Copacabana;1;0;0;30;2800.0;;
Casa de Vila;Vila Militar;1;0;0;30;500.0;;
Quitinete;Copacabana;1;0;0;32;1100.0;530.0;28.0
Apartamento;Copacabana;1;0;0;40;2300.0;440.0;25.0
Flat;Ipanema;1;1;1;85;2375.0;2000.0;3000.0
Apartamento;Lapa;1;0;0;30;1100.0;420.0;
Casa de Vila;Padre Miguel;1;0;0;40;670.0;;2.0
Apartamento;Flamengo;1;0;0;70;2000.0;400.0;84.0
Apartamento;Centro;1;0;0;30;1000.0;394.0;20.0
Casa de Vila;Pilares;1;0;0;24;500.0;8.0;13.0
Quitinete;Pedra de Guaratiba;1;0;0;70;400.0;;
Casa;Maria da Graça;1;0;0;40;900.0;;
Apartamento;Vila Isabel;1;0;0;36;1050.0;385.0;
Conjunto Comercial/Sala;Tijuca;1;1;0;30;1300.0;520.0;
Loja/Salão;Centro;1;0;0;200;25000.0;4000.0;
Quitinete;Copacabana;1;0;0;42;2000.0;370.0;26.0
Flat;Ipanema;1;1;0;49;2000.0;2411.0;3024.0
Apartamento;Barra da Tijuca;1;1;1;67;3000.0;678.0;
Apartamento;Barra da Tijuca;1;1;0;76;2000.0;1300.0;190.0
Loft;Barra da Tijuca;1;1;0;56;2200.0;1719.0;322.0
Apartamento;Flamengo;1;0;0;34;1500.0;408.0;54.0
Quitinete;Centro;1;0;0;21;800.0;306.0;
Apartamento;Freguesia (Jacarepaguá);1;0;0;28;500.0;;
Apartamento;Copacabana;1;0;0;50;1800.0;564.0;73.0
Apartamento;Flamengo;1;11;0;60;2100.0;840.0;950.0
Apartamento;Leme;1;0;0;60;2600.0;600.0;55.0
Apartamento;Leme;1;0;0;45;1500.0;430.0;
Flat;Botafogo;1;1;0;55;2800.0;1116.0;100.0
Apartamento;Barra da Tijuca;1;1;1;52;6000.0;2430.0;166.0
Apartamento;Leblon;1;0;0;39;1800.0;215.0;
Quitinete;Santa Teresa;1;0;0;30;500.0;;31.0
Apartamento;Copacabana;1;0;1;40;1900.0;730.0;70.0
Loft;Ipanema;1;0;0;40;3550.0;600.0;303.0
Apartamento;Ipanema;1;0;1;56;3200.0;495.0;
Apartamento;Campo Grande;1;0;0;21;330.0;;
Apartamento;Botafogo;1;0;0;50;1700.0;500.0;69.0
Apartamento;Jacarepaguá;1;1;1;42;1200.0;750.0;40.0
Apartamento;Flamengo;1;0;0;45;1300.0;400.0;68.0
Apartamento;Ipanema;1;1;1;66;6500.0;1060.0;
Casa;Pavuna;1;0;0;40;550.0;;
Flat;Barra da Tijuca;1;1;0;56;3000.0;1200.0;300.0
Casa Comercial;Botafogo;1;4;0;450;22000.0;;3142.0
Apartamento;Laranjeiras;1;0;0;59;1900.0;580.0;
Apartamento;Barra da Tijuca;1;1;1;78;1900.0;1100.0;180.0
Apartamento;Botafogo;1;0;0;36;1400.0;400.0;148.0
Apartamento;Barra da Tijuca;1;1;0;67;1700.0;880.0;142.0
Apartamento;Copacabana;1;0;0;55;1500.0;700.0;
Quitinete;Copacabana;1;0;0;18;1000.0;530.0;25.0
Apartamento;Olaria;1;1;0;60;860.0;555.0;80.0
Apartamento;Santa Teresa;1;0;0;47;1350.0;495.0;32.0
Apartamento;Barra da Tijuca;1;1;0;69;2000.0;1500.0;290.0
Quitinete;Irajá;1;0;0;30;500.0;;
Apartamento;Leblon;1;0;0;48;1600.0;526.0;95.0
Apartamento;Maracanã;1;0;0;48;1400.0;300.0;
Casa;Abolição;1;0;0;50;1100.0;;18.0
Apartamento;Senador Vasconcelos;1;1;1;50;800.0;180.0;
Apartamento;Barra da Tijuca;1;1;0;71;4500.0;;
Quitinete;Botafogo;1;0;0;25;1500.0;360.0;
Apartamento;Copacabana;1;0;0;50;2000.0;900.0;156.0
Flat;Leblon;1;1;1;45;4500.0;1860.0;120.0
Apartamento;Santa Teresa;1;0;1;45;2090.0;520.0;95.0
Quitinete;Copacabana;1;0;0;28;1000.0;387.0;24.0
Apartamento;Copacabana;1;0;0;40;2100.0;400.0;
Quitinete;Botafogo;1;0;0;28;950.0;290.0;27.0
Apartamento;Engenho Novo;1;1;0;62;650.0;612.0;
Apartamento;Tijuca;1;0;0;50;1250.0;500.0;50.0
Quitinete;Flamengo;1;0;0;18;890.0;300.0;
Apartamento;Recreio dos Bandeirantes;1;1;1;58;1600.0;534.0;85.0
Apartamento;Marechal Hermes;1;0;0;50;800.0;200.0;
Apartamento;Flamengo;1;0;0;35;1950.0;450.0;20.0
Apartamento;Ipanema;1;1;0;62;4800.0;1304.0;
Apartamento;Santa Teresa;1;1;0;40;1350.0;510.0;35.0
Apartamento;Barra da Tijuca;1;1;0;70;1650.0;1050.0;151.0
Apartamento;Botafogo;1;1;0;65;2200.0;1382.0;110.0
Quitinete;Glória;1;0;0;26;900.0;402.0;
Quitinete;Piedade;1;0;0;35;670.0;;
Flat;Botafogo;1;0;0;55;2800.0;1171.0;1195.0
Quitinete;Ipanema;1;0;1;45;2200.0;560.0;50.0
Casa de Vila;Campo Grande;1;0;0;50;550.0;;
Apartamento;Recreio dos Bandeirantes;1;1;0;50;2100.0;860.0;
Apartamento;Gávea;1;1;0;50;2500.0;810.0;131.0
Quitinete;Copacabana;1;0;0;23;1200.0;430.0;25.0
Apartamento;Centro;1;0;0;37;1200.0;310.0;21.0
Flat;Leblon;1;0;0;56;4300.0;1800.0;
Apartamento;Riachuelo;1;0;0;35;850.0;;
Apartamento;Praça Seca;1;1;0;37;500.0;322.0;
Apartamento;Copacabana;1;0;0;35;5000.0;;
Quitinete;Copacabana;1;0;0;25;1100.0;431.0;30.0
Flat;Copacabana;1;1;0;55;2200.0;1400.0;135.0
Flat;Ipanema;1;1;0;50;2500.0;1581.0;
Apartamento;Barra da Tijuca;1;1;0;67;3500.0;1300.0;
Apartamento;Ipanema;1;0;0;48;2100.0;586.0;155.0
Apartamento;Copacabana;1;0;1;46;1499.0;660.0;68.0
Apartamento;Botafogo;1;0;0;48;1600.0;500.0;25.0
Apartamento;Andaraí;1;0;0;42;900.0;447.0;20.0
Conjunto Comercial/Sala;Curicica;1;1;0;18;990.0;277.0;
Apartamento;Copacabana;1;0;0;40;1400.0;958.0;25.0
Quitinete;Leblon;1;0;0;30;1600.0;560.0;29.0
Apartamento;Leblon;1;1;0;81;5500.0;1520.0;509.0
Apartamento;Copacabana;1;0;0;45;2000.0;396.0;
Apartamento;Copacabana;1;0;0;59;1800.0;600.0;125.0
Apartamento;Centro;1;0;0;43;1000.0;400.0;18.0
Apartamento;Lins de Vasconcelos;1;1;1;98;800.0;913.0;82.0
Quitinete;Urca;1;0;0;35;1300.0;300.0;
Flat;Copacabana;1;0;0;61;2800.0;1600.0;220.0
Quitinete;Botafogo;1;0;0;25;1600.0;450.0;30.0
Apartamento;Barra da Tijuca;1;1;0;58;1400.0;1624.0;314.0
Loft;Copacabana;1;1;1;46;3000.0;;
Apartamento;Ipanema;1;0;0;34;1500.0;404.0;28.0
Apartamento;Barra da Tijuca;1;1;1;70;2200.0;950.0;120.0
Casa;Senador Vasconcelos;1;0;0;40;700.0;;
Apartamento;Flamengo;1;0;0;77;1700.0;811.0;98.0
Apartamento;Barra da Tijuca;1;1;1;84;4000.0;1950.0;380.0
Apartamento;Catete;1;1;0;35;2500.0;520.0;25.0
Apartamento;Copacabana;1;0;0;35;1700.0;335.0;
Apartamento;Higienópolis;1;0;0;30;850.0;;
Apartamento;Centro;1;0;0;35;1350.0;460.0;
Apartamento;Flamengo;1;0;0;44;1800.0;486.0;57.0
Apartamento;Glória;1;0;0;42;1500.0;450.0;50.0
Apartamento;Flamengo;1;0;0;42;1650.0;610.0;
Apartamento;Botafogo;1;1;0;90;3600.0;1030.0;350.0
Apartamento;Copacabana;1;0;0;40;2500.0;;
Quitinete;Catete;1;0;0;24;1200.0;450.0;24.0
Quitinete;Copacabana;1;0;0;25;1000.0;490.0;56.0
Apartamento;Flamengo;1;1;0;50;2500.0;490.0;26.0
Quitinete;Copacabana;1;0;0;35;2400.0;500.0;250.0
Apartamento;Glória;1;0;0;43;1500.0;510.0;48.0
Quitinete;Flamengo;1;0;0;23;1100.0;348.0;30.0
Apartamento;Méier;1;1;0;40;900.0;657.0;
Apartamento;Barra da Tijuca;1;1;0;74;1600.0;1067.0;
Apartamento;Copacabana;1;0;0;40;2000.0;510.0;
Apartamento;Tijuca;1;1;0;65;1700.0;501.0;
Quitinete;Centro;1;0;0;31;1100.0;480.0;
Apartamento;Barra da Tijuca;1;1;1;60;1800.0;543.0;1100.0
Apartamento;Copacabana;1;0;0;35;1200.0;400.0;25.0
Apartamento;Copacabana;1;0;0;33;1400.0;561.0;29.0
Flat;Laranjeiras;1;1;0;39;2600.0;970.0;94.0
Apartamento;Botafogo;1;0;0;19;980.0;481.0;29.0
Apartamento;Andaraí;1;1;1;80;1500.0;684.0;85.0
Apartamento;Santa Teresa;1;0;0;50;1800.0;340.0;120.0
Casa;Piedade;1;0;0;30;650.0;;
Quitinete;Leme;1;0;0;36;1600.0;550.0;24.0
Flat;Botafogo;1;1;1;45;1800.0;1070.0;169.0
Apartamento;Copacabana;1;0;0;35;1350.0;650.0;
Apartamento;Copacabana;1;2;0;60;3100.0;1001.0;191.0
Apartamento;Vila Isabel;1;0;0;50;1000.0;400.0;
Apartamento;Copacabana;1;0;0;46;1600.0;423.0;95.0
Quitinete;Ipanema;1;0;0;28;2000.0;300.0;25.0
Apartamento;Flamengo;1;0;0;42;1700.0;435.0;24.0
Quitinete;Centro;1;0;0;30;1100.0;440.0;24.0
Quitinete;Copacabana;1;0;0;35;2400.0;612.0;
Apartamento;Centro;1;0;0;32;1000.0;450.0;30.0
Apartamento;Leblon;1;0;0;25;1650.0;390.0;27.0
Apartamento;Praça Seca;1;1;0;41;800.0;320.0;20.0
Apartamento;Barra da Tijuca;1;1;0;65;2200.0;890.0;133.0
Apartamento;Tijuca;1;1;0;57;1200.0;690.0;21.0
Apartamento;Copacabana;1;0;0;38;1800.0;655.0;25.0
Apartamento;Barra da Tijuca;1;1;0;40;1500.0;475.0;900.0
Apartamento;Barra da Tijuca;1;1;0;60;2500.0;1200.0;270.0
Apartamento;Leblon;1;0;1;58;4000.0;258.0;120.0
Apartamento;Copacabana;1;0;0;50;2200.0;459.0;76.0
Apartamento;Barra da Tijuca;1;1;0;55;1900.0;1400.0;285.0
Apartamento;Copacabana;1;0;0;36;2600.0;520.0;71.0
Quitinete;Catete;1;0;0;24;1000.0;474.0;29.0
Apartamento;Jacarepaguá;1;0;0;53;1000.0;363.0;13.0
Apartamento;Copacabana;1;0;0;50;1800.0;629.0;119.0
Apartamento;Centro;1;0;0;41;800.0;384.0;17.0
Apartamento;Botafogo;1;1;1;45;2600.0;1000.0;
Apartamento;Honório Gurgel;1;0;0;80;750.0;;
Apartamento;Penha;1;0;0;75;1500.0;;
Apartamento;Flamengo;1;0;0;46;1500.0;480.0;58.0
Apartamento;Tijuca;1;0;0;50;1500.0;511.0;
Quitinete;Copacabana;1;0;0;30;1650.0;340.0;291.0
Apartamento;Braz de Pina;1;0;0;30;850.0;;
Apartamento;Catete;1;1;0;63;1400.0;500.0;
Apartamento;Jacarepaguá;1;0;0;37;1100.0;308.0;16.0
Apartamento;Botafogo;1;1;0;42;1800.0;499.0;58.0
Apartamento;Copacabana;1;0;0;40;1900.0;600.0;70.0
Apartamento;Leblon;1;0;1;60;3950.0;730.0;
Apartamento;Andaraí;1;1;0;50;1000.0;464.0;25.0
Quitinete;Copacabana;1;0;0;28;1250.0;521.0;25.0
Apartamento;Copacabana;1;1;0;45;4000.0;;
Apartamento;Copacabana;1;0;0;55;1900.0;564.0;68.0
Apartamento;Anil;1;0;0;30;550.0;13.0;8.0
Apartamento;Copacabana;1;0;0;40;1700.0;450.0;
Apartamento;Leblon;1;1;0;60;3500.0;612.0;151.0
Apartamento;Guadalupe;1;0;0;60;700.0;;
Quitinete;Tijuca;1;0;1;26;800.0;483.0;24.0
Apartamento;Barra da Tijuca;1;2;0;68;2200.0;851.0;
Flat;Barra da Tijuca;1;1;1;55;4500.0;2803.0;299.0
Quitinete;Botafogo;1;0;0;35;1700.0;450.0;50.0
Quitinete;Copacabana;1;0;0;40;1300.0;380.0;
Apartamento;Laranjeiras;1;1;0;82;1500.0;1130.0;
Apartamento;Vila da Penha;1;0;0;48;750.0;245.0;
Apartamento;Catete;1;0;0;30;2500.0;;
Apartamento;Méier;1;1;0;42;900.0;405.0;17.0
Quitinete;Flamengo;1;0;0;26;950.0;420.0;25.0
Flat;Lagoa;1;1;1;65;3000.0;1549.0;476.0
Apartamento;Recreio dos Bandeirantes;1;1;1;80;1700.0;460.0;158.0
Quitinete;Copacabana;1;0;0;30;1180.0;455.0;70.0
Loft;Copacabana;1;0;0;30;2400.0;;
Apartamento;Copacabana;1;0;0;44;1850.0;500.0;
Apartamento;Tijuca;1;0;0;50;1300.0;450.0;60.0
Quitinete;Botafogo;1;0;0;21;900.0;350.0;24.0
Apartamento;Tijuca;1;0;0;39;1400.0;450.0;47.0
Apartamento;Centro;1;0;0;33;750.0;486.0;25.0
Apartamento;Copacabana;1;0;0;31;1200.0;640.0;69.0
Flat;Barra da Tijuca;1;1;0;58;2800.0;1600.0;340.0
Quitinete;Copacabana;1;0;0;35;1300.0;470.0;25.0
Conjunto Comercial/Sala;Barra da Tijuca;1;2;0;60;2000.0;2250.0;309.0
Apartamento;Glória;1;0;0;45;1300.0;435.0;159.0
Flat;Copacabana;1;1;1;65;6000.0;1640.0;250.0
Apartamento;Barra da Tijuca;1;1;0;60;1800.0;1350.0;350.0
Apartamento;Méier;1;1;0;45;800.0;200.0;50.0
Quitinete;Glória;1;0;0;32;1200.0;680.0;55.0
Apartamento;Barra da Tijuca;1;1;0;65;600000.0;980.0;120.0
Apartamento;Tijuca;1;0;1;36;1200.0;458.0;20.0
Apartamento;Glória;1;0;0;43;1000.0;503.0;15.0
Loft;Copacabana;1;0;0;31;1800.0;520.0;25.0
Apartamento;Flamengo;1;0;0;40;2000.0;450.0;56.0
Apartamento;Pechincha;1;0;0;46;800.0;545.0;14.0
Apartamento;Pedra de Guaratiba;1;0;0;42;580.0;;
Apartamento;Tijuca;1;0;0;39;1300.0;250.0;
Apartamento;Copacabana;1;0;1;50;1900.0;600.0;55.0
Apartamento;Barra da Tijuca;1;1;0;42;800.0;758.0;
Apartamento;Engenho Novo;1;1;0;40;1200.0;505.0;17.0
Apartamento;Leblon;1;1;1;75;4100.0;1100.0;296.0
Apartamento;Tijuca;1;1;0;52;1400.0;375.0;
Apartamento;Copacabana;1;0;0;55;1800.0;585.0;90.0
Apartamento;Barra da Tijuca;1;1;1;51;5000.0;2700.0;
Quitinete;Centro;1;0;0;30;750.0;350.0;
Apartamento;Tijuca;1;0;0;39;1400.0;450.0;47.0
Apartamento;Leblon;1;0;0;50;2650.0;530.0;136.0
Quitinete;Copacabana;1;0;0;30;1300.0;350.0;250.0
Apartamento;Copacabana;1;0;1;50;1700.0;530.0;24.0
Casa de Vila;Ramos;1;0;0;40;500.0;;
Flat;Humaitá;1;1;1;75;3000.0;1562.0;196.0
Casa;Campo Grande;1;0;0;65;600.0;;
Quitinete;Copacabana;1;0;0;25;1200.0;550.0;54.0
